Name,Set,Type,Quantity,Prev Raw Price,Raw Price,Delta Raw Price,Prev PSA 10 Price,PSA 10 Price,Delta PSA 10 Price,Delta Raw Total,lookupID,ID
Magneton,Mega Symphonia,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-symphonia/magneton-28,879
Magnezone,Mega Symphonia,Normal,1,0,1.11,1.11,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/magnezone-29,442
Mantine,Mega Symphonia,Normal,3,0,1.11,1.11,0,0.0,0.0,3.33,pokemon-japanese-mega-symphonia/mantine-15,1176
Mega Abomasnow ex,Mega Symphonia,Normal,1,0,1.1,1.1,0,27.65,27.65,1.1,pokemon-japanese-mega-symphonia/mega-abomasnow-ex-18,1364
Mega Gardevoir ex,Mega Symphonia,Normal,1,0,1.86,1.86,0,31.15,31.15,1.86,pokemon-japanese-mega-symphonia/mega-gardevoir-ex-42,469
Mega Kangaskhan ex,Mega Symphonia,Normal,3,0,1.49,1.49,0,29.55,29.55,4.47,pokemon-japanese-mega-symphonia/mega-kangaskhan-ex-51,406
Mega Latias ex,Mega Symphonia,Normal,2,0,1.35,1.35,0,29.0,29.0,2.7,pokemon-japanese-mega-symphonia/mega-latias-ex-49,1124
Mega Manectric ex,Mega Symphonia,Normal,1,0,1.49,1.49,0,29.55,29.55,1.49,pokemon-japanese-mega-symphonia/mega-manectric-ex-32,976
Mega Signal,Mega Symphonia,Normal,2,0,0.74,0.74,0,26.26,26.26,1.48,pokemon-japanese-mega-symphonia/mega-signal-58,1534
Mystery Garden,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/mystery-garden-63,1205
Mystery Garden,Mega Symphonia,Normal,1,0,2.0,2.0,0,32.1,32.1,2.0,pokemon-japanese-mega-symphonia/mystery-garden-86,992
Nincada,Mega Symphonia,Normal,7,0,0.93,0.93,0,26.77,26.77,6.51,pokemon-japanese-mega-symphonia/nincada-7,971
Ninjask,Mega Symphonia,Normal,2,0,0.74,0.74,0,0.0,0.0,1.48,pokemon-japanese-mega-symphonia/ninjask-8,233
Pachirisu,Mega Symphonia,Normal,3,0,0.88,0.88,0,26.63,26.63,2.64,pokemon-japanese-mega-symphonia/pachirisu-33,948
Pyroar,Mega Symphonia,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-symphonia/pyroar-11,48
Raikou,Mega Symphonia,Normal,1,0,1.04,1.04,0,27.32,27.32,1.04,pokemon-japanese-mega-symphonia/raikou-30,1118
Ralts,Mega Symphonia,Normal,2,0,1.04,1.04,0,27.32,27.32,2.08,pokemon-japanese-mega-symphonia/ralts-40,1808
Shedinja,Mega Symphonia,Normal,2,0,0.74,0.74,0,25.86,25.86,1.48,pokemon-japanese-mega-symphonia/shedinja-43,1789
Shuckle,Mega Symphonia,Normal,2,0,1.11,1.11,0,27.68,27.68,2.22,pokemon-japanese-mega-symphonia/shuckle-6,1475
Sizzlipede,Mega Symphonia,Normal,3,0,0.9,0.9,0,26.63,26.63,2.7,pokemon-japanese-mega-symphonia/sizzlipede-12,1113
Snom,Mega Symphonia,Normal,4,0,0.93,0.93,0,26.77,26.77,3.72,pokemon-japanese-mega-symphonia/snom-24,1755
Snover,Mega Symphonia,Normal,5,0,0.37,0.37,0,0.0,0.0,1.85,pokemon-japanese-mega-symphonia/snover-17,291
Sobble,Mega Symphonia,Normal,4,0,1.11,1.11,0,27.68,27.68,4.44,pokemon-japanese-mega-symphonia/sobble-21,1321
Spoink,Mega Symphonia,Normal,3,0,0.74,0.74,0,0.0,0.0,2.22,pokemon-japanese-mega-symphonia/spoink-44,1666
Stufful,Mega Symphonia,Normal,6,0,1.11,1.11,0,27.68,27.68,6.66,pokemon-japanese-mega-symphonia/stufful-55,400
Surfing Beach,Mega Symphonia,Normal,3,0,1.11,1.11,0,0.0,0.0,3.33,pokemon-japanese-mega-symphonia/surfing-beach-62,8
Suspicious Watch,Mega Symphonia,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-symphonia/suspicious-watch-57,928
Tangela,Mega Symphonia,Normal,4,0,0.81,0.81,0,26.23,26.23,3.24,pokemon-japanese-mega-symphonia/tangela-1,843
Tangrowth,Mega Symphonia,Normal,1,0,0.37,0.37,0,0.0,0.0,0.37,pokemon-japanese-mega-symphonia/tangrowth-2,566
Vitality Forest,Mega Symphonia,Normal,3,0,1.11,1.11,0,27.68,27.68,3.33,pokemon-japanese-mega-symphonia/vitality-forest-61,172
Wally's Compassion,Mega Symphonia,Normal,1,0,0.74,0.74,0,25.86,25.86,0.74,pokemon-japanese-mega-symphonia/wally's-compassion-60,202
Xerneas,Mega Symphonia,Normal,1,0,1.11,1.11,0,27.68,27.68,1.11,pokemon-japanese-mega-symphonia/xerneas-46,1622
Bagon,Journey Together,Normal,1,0,0.75,0.75,0,25.69,25.69,0.75,pokemon-journey-together/bagon-112,1575
Caterpie,Journey Together,Normal,1,0,0.73,0.73,0,25.68,25.68,0.73,pokemon-journey-together/caterpie-1,1272
Copperajah,Journey Together,Normal,1,0,1.23,1.23,0,27.68,27.68,1.23,pokemon-journey-together/copperajah-110,767
Hop's Bag,Journey Together,Normal,1,0,0.9,0.9,0,26.49,26.49,0.9,pokemon-journey-together/hop's-bag-147,765
Hop's Sandaconda,Journey Together,Normal,1,0,0.81,0.81,0,26.07,26.07,0.81,pokemon-journey-together/hop's-sandaconda-87,1142
Hop's Wooloo,Journey Together,Normal,1,0,1.72,1.72,0,30.18,30.18,1.72,pokemon-journey-together/hop's-wooloo-135,360
Iris's Fighting Spirit,Journey Together,Normal,1,0,2.55,2.55,0,29.23,29.23,2.55,pokemon-journey-together/iris's-fighting-spirit-180,1245
Lillie's Pearl [Cosmos Holo],Journey Together,Holo,1,0,1.53,1.53,0,0.0,0.0,1.53,pokemon-journey-together/lillie's-pearl-cosmos-holo-151,379
Magmar,Journey Together,Normal,1,0,0.96,0.96,0,25.68,25.68,0.96,pokemon-journey-together/magmar-20,344
Metang,Journey Together,Normal,1,0,0.74,0.74,0,25.72,25.72,0.74,pokemon-journey-together/metang-62,299
Mimikyu ex,Journey Together,Normal,1,0,1.39,1.39,0,44.46,44.46,1.39,pokemon-journey-together/mimikyu-ex-69,1199
N's Castle,Journey Together,Normal,1,0,1.15,1.15,0,27.82,27.82,1.15,pokemon-journey-together/n's-castle-152,672
N's Castle,Journey Together,Reverse Holo,1,0,1.13,1.13,0,27.59,27.59,1.13,pokemon-journey-together/n's-castle-reverse-holo-152,1349
N's Klinklang,Journey Together,Normal,1,0,0.99,0.99,0,26.91,26.91,0.99,pokemon-journey-together/n's-klinklang-105,1397
Noibat,Journey Together,Normal,1,0,0.78,0.78,0,25.68,25.68,0.78,pokemon-journey-together/noibat-127,217
Oinkologne,Journey Together,Normal,1,0,0.93,0.93,0,26.59,26.59,0.93,pokemon-journey-together/oinkologne-140,473
Rockruff,Journey Together,Normal,1,0,0.73,0.73,0,25.68,25.68,0.73,pokemon-journey-together/rockruff-84,193
Rockruff,Journey Together,Reverse Holo,1,0,0.93,0.93,0,26.6,26.6,0.93,pokemon-journey-together/rockruff-reverse-holo-84,1670
Shuppet,Journey Together,Reverse Holo,1,0,1.06,1.06,0,27.2,27.2,1.06,pokemon-journey-together/shuppet-reverse-holo-59,1190
Skwovet,Journey Together,Normal,1,0,0.73,0.73,0,0.0,0.0,0.73,pokemon-journey-together/skwovet-131,1634
Kirlia,Paldean Fates,Normal,4,0,0.98,0.98,0,26.36,26.36,3.92,pokemon-paldean-fates/kirlia-28,1226
Nest Ball,Paldean Fates,Normal,1,0,1.11,1.11,0,26.89,26.89,1.11,pokemon-paldean-fates/nest-ball-84,1274
Professor's Research,Paldean Fates,Normal,1,0,1.07,1.07,0,26.77,26.77,1.07,pokemon-paldean-fates/professor's-research-87,244
Ralts,Paldean Fates,Normal,5,0,0.73,0.73,0,25.3,25.3,3.65,pokemon-paldean-fates/ralts-27,1516
Toedscool,Paldean Fates,Normal,2,0,0.73,0.73,0,25.29,25.29,1.46,pokemon-paldean-fates/toedscool-4,54
Alolan Exeggutor V #SWSH225,Promo,Normal,1,0,1.27,1.27,0,27.1,27.1,1.27,pokemon-promo/alolan-exeggutor-v-swsh225,880
Blanche #SWSH227,Promo,Normal,1,0,2.65,2.65,0,19.66,19.66,2.65,pokemon-promo/blanche-swsh227,1409
Bulbasaur #SWSH231,Promo,Normal,1,0,4.54,4.54,0,37.73,37.73,4.54,pokemon-promo/bulbasaur-swsh231,177
Charmander #SWSH232,Promo,Normal,1,0,4.99,4.99,0,51.79,51.79,4.99,pokemon-promo/charmander-swsh232,840
Eevee #SWSH118,Promo,Normal,1,0,1.84,1.84,0,22.46,22.46,1.84,pokemon-promo/eevee-swsh118,1610
Fuecoco,Promo,Normal,1,0,2.95,2.95,0,46.24,46.24,2.95,pokemon-promo/fuecoco-2,1697
Iron Thorns,Promo,Normal,1,0,2.62,2.62,0,34.87,34.87,2.62,pokemon-promo/iron-thorns-98,647
Koraidon,Promo,Normal,1,0,4.4,4.4,0,52.54,52.54,4.4,pokemon-promo/koraidon-14,190
Koraidon [Pokemon Center],Promo,Normal,1,0,46.53,46.53,0,555.0,555.0,46.53,pokemon-promo/koraidon-pokemon-center-14,661
Lucario VSTAR #SWSH291,Promo,Normal,3,0,9.61,9.61,0,94.45,94.45,28.83,pokemon-promo/lucario-vstar-swsh291,468
Mewtwo V #SWSH229,Promo,Normal,8,0,5.54,5.54,0,49.95,49.95,44.32,pokemon-promo/mewtwo-v-swsh229,812
Miraidon,Promo,Normal,1,0,4.85,4.85,0,54.39,54.39,4.85,pokemon-promo/miraidon-13,1266
Miraidon [Pokemon Center],Promo,Normal,1,0,42.02,42.02,0,318.42,318.42,42.02,pokemon-promo/miraidon-pokemon-center-13,1103
Pikachu #SWSH234,Promo,Normal,3,0,2.84,2.84,0,71.41,71.41,8.52,pokemon-promo/pikachu-swsh234,1044
Professor's Research #SWSH152,Promo,Normal,1,0,3.3,3.3,0,37.67,37.67,3.3,pokemon-promo/professor's-research-swsh152,274
Professor's Research #SWSH178,Promo,Normal,1,0,2.32,2.32,0,0.0,0.0,2.32,pokemon-promo/professor's-research-swsh178,1415
Quaxly,Promo,Normal,1,0,2.74,2.74,0,19.4,19.4,2.74,pokemon-promo/quaxly-3,1350
Radiant Eevee #SWSH230,Promo,Normal,1,0,11.71,11.71,0,107.67,107.67,11.71,pokemon-promo/radiant-eevee-swsh230,1395
Snorlax #SWSH119,Promo,Holo,1,0,2.16,2.16,0,55.49,55.49,2.16,pokemon-promo/snorlax-holo-swsh119,523
Spark #SWSH226,Promo,Normal,1,0,2.14,2.14,0,31.95,31.95,2.14,pokemon-promo/spark-swsh226,1615
Sprigatito,Promo,Holo,1,0,3.89,3.89,0,57.35,57.35,3.89,pokemon-promo/sprigatito-holo-1,1093
Squirtle #SWSH233,Promo,Normal,1,0,3.7,3.7,0,81.4,81.4,3.7,pokemon-promo/squirtle-swsh233,926
Boss's Orders,Rebel Clash,Normal,1,0,1.27,1.27,0,25.89,25.89,1.27,pokemon-rebel-clash/boss's-orders-154,1787
Alomomola,Scarlet & Violet,Normal,2,0,0.91,0.91,0,25.65,25.65,1.82,pokemon-scarlet-&-violet/alomomola-48,1751
Annihilape,Scarlet & Violet,Reverse Holo,3,0,1.03,1.03,0,18.5,18.5,3.09,pokemon-scarlet-&-violet/annihilape-reverse-holo-109,1584
Arboliva,Scarlet & Violet,Holo,4,0,1.24,1.24,0,14.8,14.8,4.96,pokemon-scarlet-&-violet/arboliva-holo-23,362
Armarouge,Scarlet & Violet,Holo,3,0,1.03,1.03,0,26.3,26.3,3.09,pokemon-scarlet-&-violet/armarouge-holo-41,1453
Arven,Scarlet & Violet,Normal,1,0,2.12,2.12,0,30.54,30.54,2.12,pokemon-scarlet-&-violet/arven-166,1586
Banette ex,Scarlet & Violet,Normal,1,0,2.21,2.21,0,22.2,22.2,2.21,pokemon-scarlet-&-violet/banette-ex-229,1241
Beach Court,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.32,25.32,2.19,pokemon-scarlet-&-violet/beach-court-167,286
Bisharp,Scarlet & Violet,Normal,1,0,0.9,0.9,0,25.8,25.8,0.9,pokemon-scarlet-&-violet/bisharp-133,308
Blissey,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/blissey-145,319
Blissey,Scarlet & Violet,Reverse Holo,1,0,0.96,0.96,0,26.36,26.36,0.96,pokemon-scarlet-&-violet/blissey-reverse-holo-145,659
Bombirdier,Scarlet & Violet,Normal,4,0,0.73,0.73,0,24.92,24.92,2.92,pokemon-scarlet-&-violet/bombirdier-138,1753
Breloom,Scarlet & Violet,Normal,3,0,0.81,0.81,0,25.41,25.41,2.43,pokemon-scarlet-&-violet/breloom-4,1127
Bruxish,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/bruxish-51,534
Cacnea,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/cacnea-5,902
Cacnea,Scarlet & Violet,Reverse Holo,1,0,1.02,1.02,0,26.27,26.27,1.02,pokemon-scarlet-&-violet/cacnea-reverse-holo-5,144
Cacturne,Scarlet & Violet,Normal,2,0,0.98,0.98,0,25.32,25.32,1.96,pokemon-scarlet-&-violet/cacturne-6,1646
Capsakid,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/capsakid-28,1100
Cetitan,Scarlet & Violet,Normal,2,0,0.81,0.81,0,25.44,25.44,1.62,pokemon-scarlet-&-violet/cetitan-60,1038
Cetoddle,Scarlet & Violet,Normal,1,0,0.81,0.81,0,25.47,25.47,0.81,pokemon-scarlet-&-violet/cetoddle-59,170
Chansey,Scarlet & Violet,Reverse Holo,1,0,0.93,0.93,0,20.71,20.71,0.93,pokemon-scarlet-&-violet/chansey-reverse-holo-144,43
Charcadet,Scarlet & Violet,Normal,1,0,0.6,0.6,0,24.59,24.59,0.6,pokemon-scarlet-&-violet/charcadet-39,342
Charcadet,Scarlet & Violet,Normal,4,0,1.0,1.0,0,25.41,25.41,4.0,pokemon-scarlet-&-violet/charcadet-40,410
Clawitzer,Scarlet & Violet,Normal,4,0,0.98,0.98,0,26.12,26.12,3.92,pokemon-scarlet-&-violet/clawitzer-50,1360
Clawitzer,Scarlet & Violet,Reverse Holo,1,0,0.98,0.98,0,26.09,26.09,0.98,pokemon-scarlet-&-violet/clawitzer-reverse-holo-50,1522
Croagunk,Scarlet & Violet,Normal,4,0,0.69,0.69,0,24.91,24.91,2.76,pokemon-scarlet-&-violet/croagunk-130,1651
Crocalor,Scarlet & Violet,Normal,4,0,1.08,1.08,0,25.53,25.53,4.32,pokemon-scarlet-&-violet/crocalor-37,1312
Crushing Hammer,Scarlet & Violet,Normal,1,0,0.84,0.84,0,25.56,25.56,0.84,pokemon-scarlet-&-violet/crushing-hammer-168,1659
Cyclizar,Scarlet & Violet,Normal,5,0,0.73,0.73,0,25.12,25.12,3.65,pokemon-scarlet-&-violet/cyclizar-163,192
Cyclizar,Scarlet & Violet,Normal,3,0,1.07,1.07,0,4.44,4.44,3.21,pokemon-scarlet-&-violet/cyclizar-164,158
Cyclizar,Scarlet & Violet,Reverse Holo,1,0,1.0,1.0,0,11.1,11.1,1.0,pokemon-scarlet-&-violet/cyclizar-reverse-holo-163,663
Dachsbun,Scarlet & Violet,Normal,2,0,0.85,0.85,0,25.59,25.59,1.7,pokemon-scarlet-&-violet/dachsbun-99,1160
Dedenne,Scarlet & Violet,Normal,1,0,1.12,1.12,0,25.12,25.12,1.12,pokemon-scarlet-&-violet/dedenne-94,1810
Dedenne,Scarlet & Violet,Normal,2,0,0.73,0.73,0,22.16,22.16,1.46,pokemon-scarlet-&-violet/dedenne-95,1703
Defiance Band,Scarlet & Violet,Normal,2,0,1.1,1.1,0,26.6,26.6,2.2,pokemon-scarlet-&-violet/defiance-band-169,985
Dolliv,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/dolliv-22,85
Dondozo,Scarlet & Violet,Holo,3,0,1.11,1.11,0,26.63,26.63,3.33,pokemon-scarlet-&-violet/dondozo-holo-61,1234
Drifblim,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.09,25.09,1.46,pokemon-scarlet-&-violet/drifblim-90,554
Drifloon,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/drifloon-89,525
Drowzee,Scarlet & Violet,Normal,3,0,1.01,1.01,0,25.56,25.56,3.03,pokemon-scarlet-&-violet/drowzee-82,703
Electric Generator,Scarlet & Violet,Normal,2,0,0.93,0.93,0,25.89,25.89,1.86,pokemon-scarlet-&-violet/electric-generator-170,427
Energy Retrieval,Scarlet & Violet,Normal,3,0,0.9,0.9,0,25.77,25.77,2.7,pokemon-scarlet-&-violet/energy-retrieval-171,287
Espathra,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/espathra-103,543
Exp. Share,Scarlet & Violet,Normal,4,0,0.93,0.93,0,25.89,25.89,3.72,pokemon-scarlet-&-violet/exp-share-174,311
Fidough,Scarlet & Violet,Normal,1,0,1.06,1.06,0,25.62,25.62,1.06,pokemon-scarlet-&-violet/fidough-97,516
Flaaffy,Scarlet & Violet,Normal,3,0,0.87,0.87,0,25.12,25.12,2.61,pokemon-scarlet-&-violet/flaaffy-67,129
Flaaffy,Scarlet & Violet,Reverse Holo,1,0,1.18,1.18,0,26.89,26.89,1.18,pokemon-scarlet-&-violet/flaaffy-reverse-holo-67,1691
Flabebe,Scarlet & Violet,Normal,1,0,0.6,0.6,0,24.59,24.59,0.6,pokemon-scarlet-&-violet/flabebe-91,677
Flamigo,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/flamigo-165,1591
Flittle,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/flittle-102,1768
Flittle,Scarlet & Violet,Reverse Holo,1,0,1.01,1.01,0,26.24,26.24,1.01,pokemon-scarlet-&-violet/flittle-reverse-holo-102,603
Floatzel,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/floatzel-47,42
Floragato,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/floragato-14,71
Florges,Scarlet & Violet,Normal,5,0,0.89,0.89,0,0.0,0.0,4.45,pokemon-scarlet-&-violet/florges-93,1694
Forretress,Scarlet & Violet,Normal,1,0,0.74,0.74,0,25.15,25.15,0.74,pokemon-scarlet-&-violet/forretress-139,447
Forretress,Scarlet & Violet,Reverse Holo,1,0,0.95,0.95,0,25.97,25.97,0.95,pokemon-scarlet-&-violet/forretress-reverse-holo-139,644
Fuecoco,Scarlet & Violet,Normal,7,0,1.0,1.0,0,33.29,33.29,7.0,pokemon-scarlet-&-violet/fuecoco-36,347
Fuecoco,Scarlet & Violet,Holo,4,0,2.15,2.15,0,16.28,16.28,8.6,pokemon-scarlet-&-violet/fuecoco-holo-36,414
Fuecoco,Scarlet & Violet,Reverse Holo,1,0,0.78,0.78,0,37.73,37.73,0.78,pokemon-scarlet-&-violet/fuecoco-reverse-holo-36,881
Gardevoir ex,Scarlet & Violet,Normal,2,0,1.42,1.42,0,18.5,18.5,2.84,pokemon-scarlet-&-violet/gardevoir-ex-86,727
Greavard,Scarlet & Violet,Normal,5,0,0.78,0.78,0,25.12,25.12,3.9,pokemon-scarlet-&-violet/greavard-104,254
Greavard,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.9,25.9,0.73,pokemon-scarlet-&-violet/greavard-105,1306
Greedent,Scarlet & Violet,Normal,2,0,0.71,0.71,0,25.03,25.03,1.42,pokemon-scarlet-&-violet/greedent-152,1156
Grimer,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/grimer-126,646
Growlithe,Scarlet & Violet,Normal,1,0,0.73,0.73,0,17.56,17.56,0.73,pokemon-scarlet-&-violet/growlithe-30,844
Growlithe,Scarlet & Violet,Normal,4,0,1.04,1.04,0,28.08,28.08,4.16,pokemon-scarlet-&-violet/growlithe-31,275
Growlithe,Scarlet & Violet,Reverse Holo,1,0,0.95,0.95,0,13.02,13.02,0.95,pokemon-scarlet-&-violet/growlithe-reverse-holo-30,1315
Gyarados ex,Scarlet & Violet,Normal,2,0,1.67,1.67,0,31.82,31.82,3.34,pokemon-scarlet-&-violet/gyarados-ex-45,80
Hawlucha,Scarlet & Violet,Holo,4,0,1.03,1.03,0,10.23,10.23,4.12,pokemon-scarlet-&-violet/hawlucha-holo-118,675
Heracross,Scarlet & Violet,Normal,2,0,0.79,0.79,0,19.6,19.6,1.58,pokemon-scarlet-&-violet/heracross-2,715
Houndoom,Scarlet & Violet,Normal,1,0,0.79,0.79,0,15.91,15.91,0.79,pokemon-scarlet-&-violet/houndoom-34,962
Houndour,Scarlet & Violet,Normal,1,0,0.81,0.81,0,25.41,25.41,0.81,pokemon-scarlet-&-violet/houndour-33,1780
Houndour,Scarlet & Violet,Reverse Holo,1,0,1.01,1.01,0,26.21,26.21,1.01,pokemon-scarlet-&-violet/houndour-reverse-holo-33,1082
Houndstone,Scarlet & Violet,Holo,2,0,0.95,0.95,0,10.54,10.54,1.9,pokemon-scarlet-&-violet/houndstone-holo-106,888
Hypno,Scarlet & Violet,Normal,4,0,0.95,0.95,0,25.97,25.97,3.8,pokemon-scarlet-&-violet/hypno-83,1624
Indeedee,Scarlet & Violet,Holo,2,0,0.65,0.65,0,16.84,16.84,1.3,pokemon-scarlet-&-violet/indeedee-holo-153,510
Jacq,Scarlet & Violet,Normal,2,0,0.93,0.93,0,25.89,25.89,1.86,pokemon-scarlet-&-violet/jacq-175,128
Judge,Scarlet & Violet,Normal,1,0,0.67,0.67,0,24.89,24.89,0.67,pokemon-scarlet-&-violet/judge-176,939
Katy,Scarlet & Violet,Normal,2,0,0.68,0.68,0,24.91,24.91,1.36,pokemon-scarlet-&-violet/katy-177,850
Kilowattrel,Scarlet & Violet,Normal,2,0,0.73,0.73,0,25.12,25.12,1.46,pokemon-scarlet-&-violet/kilowattrel-79,702
Kingambit,Scarlet & Violet,Holo,2,0,0.9,0.9,0,25.9,25.9,1.8,pokemon-scarlet-&-violet/kingambit-holo-134,118
Klawf,Scarlet & Violet,Holo,2,0,1.07,1.07,0,9.25,9.25,2.14,pokemon-scarlet-&-violet/klawf-holo-122,1674
Klefki,Scarlet & Violet,Holo,3,0,1.02,1.02,0,31.82,31.82,3.06,pokemon-scarlet-&-violet/klefki-holo-96,1297
Koraidon,Scarlet & Violet,Normal,1,0,1.55,1.55,0,18.49,18.49,1.55,pokemon-scarlet-&-violet/koraidon-124,570
Krookodile,Scarlet & Violet,Normal,2,0,0.74,0.74,0,25.15,25.15,1.48,pokemon-scarlet-&-violet/krookodile-117,932
Lechonk,Scarlet & Violet,Normal,3,0,2.26,2.26,0,31.19,31.19,6.78,pokemon-scarlet-&-violet/lechonk-154,301
Lechonk,Scarlet & Violet,Normal,2,0,1.14,1.14,0,26.74,26.74,2.28,pokemon-scarlet-&-violet/lechonk-156,600
Lechonk [Pokemon Center],Scarlet & Violet,Normal,3,0,9.61,9.61,0,103.59,103.59,28.83,pokemon-scarlet-&-violet/lechonk-pokemon-center-155,380
Lucario,Scarlet & Violet,Normal,1,0,0.98,0.98,0,26.17,26.17,0.98,pokemon-scarlet-&-violet/lucario-114,279
Mabosstiff,Scarlet & Violet,Normal,2,0,0.76,0.76,0,25.24,25.24,1.52,pokemon-scarlet-&-violet/mabosstiff-137,1535
Magikarp,Scarlet & Violet,Normal,2,0,1.11,1.11,0,26.44,26.44,2.22,pokemon-scarlet-&-violet/magikarp-44,465
Magnemite,Scarlet & Violet,Normal,2,0,0.81,0.81,0,25.12,25.12,1.62,pokemon-scarlet-&-violet/magnemite-63,1476
Magneton,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/magneton-64,1464
Magnezone ex,Scarlet & Violet,Normal,1,0,1.0,1.0,0,20.29,20.29,1.0,pokemon-scarlet-&-violet/magnezone-ex-65,1381
Mankey,Scarlet & Violet,Normal,4,0,0.92,0.92,0,25.86,25.86,3.68,pokemon-scarlet-&-violet/mankey-107,429
Mareep,Scarlet & Violet,Normal,1,0,0.9,0.9,0,25.77,25.77,0.9,pokemon-scarlet-&-violet/mareep-66,116
Maschiff,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/maschiff-135,403
Maschiff,Scarlet & Violet,Normal,4,0,0.78,0.78,0,25.32,25.32,3.12,pokemon-scarlet-&-violet/maschiff-136,1342
Maushold,Scarlet & Violet,Normal,3,0,0.73,0.73,0,25.12,25.12,2.19,pokemon-scarlet-&-violet/maushold-161,726
Medicham,Scarlet & Violet,Normal,6,0,0.81,0.81,0,25.41,25.41,4.86,pokemon-scarlet-&-violet/medicham-111,801
Meditite,Scarlet & Violet,Normal,1,0,0.73,0.73,0,25.12,25.12,0.73,pokemon-scarlet-&-violet/meditite-110,229
Meowscarada [Cosmos Holo],Scarlet & Violet,Holo,2,0,1.3,1.3,0,26.91,26.91,2.6,pokemon-scarlet-&-violet/meowscarada-cosmos-holo-15,1102
Mesagoza,Scarlet & Violet,Normal,1,0,0.87,0.87,0,25.65,25.65,0.87,pokemon-scarlet-&-violet/mesagoza-178,1696
Miraidon,Scarlet & Violet,Normal,1,0,2.04,2.04,0,24.04,24.04,2.04,pokemon-scarlet-&-violet/miraidon-80,149
Miriam,Scarlet & Violet,Normal,1,0,1.07,1.07,0,23.68,23.68,1.07,pokemon-scarlet-&-violet/miriam-179,912
Miriam,Scarlet & Violet,Reverse Holo,1,0,1.01,1.01,0,25.89,25.89,1.01,pokemon-scarlet-&-violet/miriam-reverse-holo-179,1412
Muk,Scarlet & Violet,Normal,4,0,0.73,0.73,0,25.12,25.12,2.92,pokemon-scarlet-&-violet/muk-127,1079
Nemona,Scarlet & Violet,Normal,2,0,0.87,0.87,0,25.68,25.68,1.74,pokemon-scarlet-&-violet/nemona-180,664
Nest Ball,Scarlet & Violet,Normal,2,0,1.06,1.06,0,26.42,26.42,2.12,pokemon-scarlet-&-violet/nest-ball-181,162
Oinkologne,Scarlet & Violet,Normal,1,0,0.94,0.94,0,25.94,25.94,0.94,pokemon-scarlet-&-violet/oinkologne-157,683
Pachirisu,Scarlet & Violet,Normal,3,0,0.9,0.9,0,9.68,9.68,2.7,pokemon-scarlet-&-violet/pachirisu-68,1684
Pal Pad,Scarlet & Violet,Normal,3,0,1.1,1.1,0,26.59,26.59,3.3,pokemon-scarlet-&-violet/pal-pad-182,743
Pawmi,Scarlet & Violet,Normal,2,0,1.2,1.2,0,26.44,26.44,2.4,pokemon-scarlet-&-violet/pawmi-73,500
Pawmi,Scarlet & Violet,Normal,3,0,0.84,0.84,0,25.56,25.56,2.52,pokemon-scarlet-&-violet/pawmi-74,1313
Pawmo,Scarlet & Violet,Normal,2,0,0.82,0.82,0,25.44,25.44,1.64,pokemon-scarlet-&-violet/pawmo-75,690
Pawmo,Scarlet & Violet,Reverse Holo,1,0,0.95,0.95,0,26.0,26.0,0.95,pokemon-scarlet-&-violet/pawmo-reverse-holo-75,304
